id,Address,Response_Address,Response_X,Response_Y
RPXNMLNJKHIGFAU86DA,花蓮縣吉安鄉中山路一段２２２號三樓之三,花蓮縣吉安鄉仁里村32鄰中山路一段222號,121.586352,23.969221
RPTOMLSJKHIGFAU07DA,花蓮縣花蓮市和平路４００號,花蓮縣花蓮市主睦里18鄰和平路400號,121.602836,23.974967
RPUOMLOKKHIGFAU86DA,花蓮縣花蓮市長安街２７號十三樓之三,花蓮縣花蓮市主農里8鄰長安街27號,121.597191,23.967067
RPUPMLOKKHIGFAU96DA,花蓮縣花蓮市國風街２０號二樓之一,花蓮縣花蓮市國風里9鄰國風街20號,121.597851,23.977416
RPWNMLPKKHIGFAU07DA,花蓮縣花蓮市國盛八街８９號二樓之八,花蓮縣花蓮市國盛里22鄰國盛八街89號,121.606834,23.995885
RPVNMLNJKHIGFAU66DA,花蓮縣花蓮市華興街２之８號,花蓮縣花蓮市民享里20鄰華興街2之8號,121.621369,24.002006
RPOOMLPKKHIGFAU98DA,花蓮縣吉安鄉吉昌二街３００巷９號,花蓮縣吉安鄉吉安村26鄰吉昌二街300巷9號,121.56094,23.971893
RPXNMLQKKHIGFAU27DA,花蓮縣花蓮市國富十街２０７號,花蓮縣花蓮市國富里30鄰國富十街207號,121.594706,23.993539
RPPNMLPKKHIGFAU98DA,花蓮縣花蓮市化道路１３７號,花蓮縣花蓮市民意里48鄰化道路137號,121.620525,24.001411
RPSPMLOKKHIGFAU76DA,花蓮縣花蓮市國聯二路７１號四樓之八,花蓮縣花蓮市國聯里16鄰國聯二路71號,121.603375,23.989803
RPWNMLQKKHIGFAU17DA,花蓮縣吉安鄉勝安二街５８巷１２號,花蓮縣吉安鄉勝安村3鄰勝安二街58巷12號,121.588503,23.976046
RPVNMLRKKHIGFAU17DA,花蓮縣花蓮市府前路５０４之２號三樓,花蓮縣花蓮市民意里49鄰府前路504之2號,121.620361,24.000588
RPPNMLOJKHIGFAU78DA,花蓮縣吉安鄉中華路二段１８３號二樓之一,花蓮縣吉安鄉宜昌村20鄰中華路二段183號,121.581406,23.973358
RPSNMLRKJHIGFAU76DA,花蓮縣花蓮市化道路５７號四樓之五號,花蓮縣花蓮市民政里24鄰化道路57號,121.623437,23.999337
RPTOMLQKKHIGFAU96DA,花蓮縣花蓮市順興路９５之５號,花蓮縣花蓮市民政里1鄰順興路95之5號,121.625383,23.994252
RPOOMLSKKHIGFAU66DA,花蓮縣花蓮市福建二街４號,花蓮縣花蓮市主和里13鄰福建二街4號,121.604108,23.971437
RPXNMLRKKHIGFAU37DA,花蓮縣吉安鄉仁里七街４號,花蓮縣吉安鄉仁里村15鄰仁里七街4號,121.591078,23.967416
RPOOMLRKKHIGFAU56DA,花蓮縣花蓮市東興二街３３號八樓之二,花蓮縣花蓮市民孝里9鄰東興二街33號,121.629769,23.999789
RPOOMLRJKHIGFAU09DA,花蓮縣花蓮市國盛六街５３號五樓之十六,花蓮縣花蓮市國盛里27鄰國盛六街53號,121.608667,23.994657
RPTNMLNJKHIGFAU09DA,花蓮縣花蓮市國富十街１９１號六樓之七,花蓮縣花蓮市國富里30鄰國富十街191號,121.594853,23.993373
RPPNMLNJKHIGFAU68DA,花蓮縣吉安鄉南海八街２１２巷２８號,花蓮縣吉安鄉仁和村23鄰南海八街212巷28號,121.585239,23.947588
RPQOMLMJKHIGFAU78DA,花蓮縣花蓮市順興路１２８號,花蓮縣花蓮市民政里25鄰順興路128號,121.622585,23.996538
RPUNMLPKKHIGFAU86DA,花蓮縣吉安鄉南埔十三街２０１號,花蓮縣吉安鄉仁里村24鄰南埔十三街201號,121.588075,23.970469
RPSOMLRKKHIGFAU96DA,花蓮縣花蓮市文光街８６號,花蓮縣花蓮市主和里45鄰文光街86號,121.603998,23.967549
RPWNMLSKKHIGFAU37DA,花蓮縣花蓮市富陽路３８號十樓之七,花蓮縣花蓮市國裕里20鄰富陽路38號,121.599031,23.995871
RPUOMLKLKHIGFAU56DA,花蓮縣花蓮市北濱街２號三樓之四,花蓮縣花蓮市民主里9鄰北濱街2號,121.613084,23.972473
RPROMLRJKHIGFAU76DA,花蓮縣吉安鄉南海一街１２３巷１６號,花蓮縣吉安鄉仁安村2鄰南海一街123巷16號,121.595288,23.956569
RPSNMLMLKHIGFAU09DA,花蓮縣花蓮市中正路６３巷２０號,花蓮縣花蓮市主農里22鄰中正路63巷20號,121.595338,23.969982
RPROMLKLKHIGFAU88DA,花蓮縣花蓮市東興二街１４９號七樓之三,花蓮縣花蓮市民孝里21鄰東興二街149號,121.629946,24.004169
RPSOMLNKJHIGFAU09DA,花蓮縣吉安鄉東海十五街６２巷５弄８號,花蓮縣吉安鄉東昌村43鄰東海十五街62巷5弄8號,121.593571,23.962233
RPUNMLNLKHIGFAU76DA,花蓮縣花蓮市國聯二路２１之２０號,花蓮縣花蓮市國聯里26鄰國聯二路21之20號,121.604456,23.990943
RPSNMLOLKHIGFAU66DA,花蓮縣吉安鄉華工六路７２巷１２號,花蓮縣吉安鄉光華村14鄰華工六路72巷12號,121.590871,23.938628
RPQPMLOKKHIGFAU56DA,花蓮縣花蓮市國聯五路２８０之５號,花蓮縣花蓮市國盛里8鄰國聯五路280之5號,121.604371,23.99603
RPUNMLLLKHIGFAU56DA,花蓮縣花蓮市球崙二路２１７號二樓之二,花蓮縣花蓮市民享里15鄰球崙二路217號,121.620874,24.005275
RPTNMLNLKHIGFAU66DA,花蓮縣花蓮市中山路５３５巷２３號,花蓮縣花蓮市國魂里3鄰中山路535巷23號,121.601468,23.985721
RPPOMLOLKHIGFAU09DA,花蓮縣花蓮市府前路３９６號四樓之一,花蓮縣花蓮市民意里1鄰府前路396號,121.621153,23.998131
RPQOMLLJLHIGFAU78DA,花蓮縣吉安鄉南海二街２０３號,花蓮縣吉安鄉仁和村37鄰南海二街203號,121.592476,23.956033
RPROMLLJLHIGFAU88DA,花蓮縣花蓮市國盛八街１２１號四樓之十,花蓮縣花蓮市國盛里9鄰國盛八街121號,121.605503,23.996614
RPWNMLOKKHIGFAU96DA,花蓮縣吉安鄉東海五街４１號,花蓮縣吉安鄉東昌村13鄰東海五街41號,121.598749,23.964486
RPUNMLRJKHIGFAU96DA,花蓮縣花蓮市菁華街３５巷１弄４之１號,花蓮縣花蓮市民權里9鄰菁華街35巷1弄4之1號,121.615431,23.980626
RPTOMLLJLHIGFAU09DA,花蓮縣吉安鄉吉興一街３４４巷５號四樓之二,花蓮縣吉安鄉吉安村6鄰吉興一街344巷5號,121.577081,23.973033
RPSOMLMJLHIGFAU09DA,花蓮縣吉安鄉稻香六街３巷１２號,花蓮縣吉安鄉稻香村2鄰稻香六街3巷12號,121.56925,23.964652
RPWNMLNJLHIGFAU86DA,花蓮縣吉安鄉南山五街４５巷２弄３號,花蓮縣吉安鄉吉安村1鄰南山五街45巷2弄3號,121.57977,23.975186
RPXNMLNJLHIGFAU96DA,花蓮縣花蓮市軒轅路２號八樓之六,花蓮縣花蓮市民族里11鄰軒轅路2號,121.61175,23.97456
RPQOMLNJLHIGFAU98DA,花蓮縣花蓮市富裕十七街２５號六樓之三,花蓮縣花蓮市國裕里4鄰富裕十七街25號,121.595181,23.996189
RPSOMLNJLHIGFAU56DA,花蓮縣花蓮市林森路２８５號五樓之一,花蓮縣花蓮市國風里24鄰林森路285號,121.602386,23.979607
RPROMLNJKHIGFAU98DA,花蓮縣吉安鄉仁里五街２１８巷７號,花蓮縣吉安鄉仁里村28鄰仁里五街218巷7號,121.586383,23.970064
RPUOMLMJLHIGFAU66DA,花蓮縣花蓮市國民一街１０之１號,花蓮縣花蓮市國聯里3鄰國民一街10之1號,121.600785,23.988699
RSPMLMJLHIGFAU98DA,花蓮縣花蓮市中美路９３巷１２號三樓之五,花蓮縣花蓮市民勤里12鄰中美路93巷12號,121.624387,23.990362
RPXNMLNLKHIGFAU07DA,花蓮縣花蓮市民德四街２之１１號十樓,花蓮縣花蓮市民德里2鄰民德四街2之11號,121.620255,23.982469
RPVOMLMJLHIGFAU76DA,花蓮縣花蓮市富陽路３８號十樓之六,花蓮縣花蓮市國裕里20鄰富陽路38號,121.599031,23.995871
RPUNMLLMJHIGFAU56DA,花蓮縣花蓮市新港街７３號二樓之三,花蓮縣花蓮市國威里3鄰新港街73號,121.606219,23.979621
RPROMLQJLHIGFAU76DA,花蓮縣花蓮市國聯二路８３號五樓之三,花蓮縣花蓮市國聯里16鄰國聯二路83號,121.603223,23.989657
RPTOMLQJLHIGFAU96DA,花蓮縣花蓮市建國路一段３０號,花蓮縣花蓮市國安里10鄰建國路30號,121.606532,23.982984
RPPPMLQJLHIGFAU66DA,花蓮縣花蓮市華廈街３８號三樓之二,花蓮縣花蓮市民享里15鄰華廈街38號,121.620555,24.005262
RPSOMLSJKIHGFAU96DA,花蓮縣花蓮市公正街３７號二樓之四十六,花蓮縣花蓮市民生里8鄰公正街37號,121.610068,23.978
RPWOMLMKKIHGFAU86DA,花蓮縣花蓮市國興一街９５號四樓之七,花蓮縣花蓮市國聯里34鄰國興一街95號,121.603854,23.99555
RPROMLNKKIHGFAU09DA,花蓮縣花蓮市國民八街５號十二樓之七,花蓮縣花蓮市國聯里30鄰國民八街5號,121.604243,23.993234
RPRNMLOKKIHGFAU09DA,花蓮縣花蓮市中美路２６２號二樓,花蓮縣花蓮市民運里1鄰中美路262號,121.629547,23.995384
RPSNMLOKKIHGFAU56DA,花蓮縣吉安鄉中華路二段９３號八樓之一,花蓮縣吉安鄉宜昌村7鄰中華路二段93號,121.584878,23.973593
RPUNMLOKKIHGFAU76DA,花蓮縣花蓮市國富十七街１０號四樓之八,花蓮縣花蓮市國富里22鄰國富十七街10號,121.59386,23.990258
RPTOMLLJKIHGFAU98DA,花蓮縣吉安鄉慶豐十一街２４５巷７弄１６號,花蓮縣吉安鄉慶豐村42鄰慶豐十一街245巷7弄16號,121.565776,23.98428
RPPOMLPKKIHGFAU09DA,花蓮縣花蓮市林森路３１５巷１７號五樓之一,花蓮縣花蓮市國華里20鄰林森路315巷17號,121.602639,23.980674
RPUOMLPKKIHGFAU96DA,花蓮縣花蓮市國富二十一街２２號六樓之二,花蓮縣花蓮市國富里42鄰國富二十一街22號,121.595868,23.993634
RPXOMLPKKIHGFAU27DA,花蓮縣花蓮市國民八街５號九樓之五,花蓮縣花蓮市國聯里30鄰國民八街5號,121.604243,23.993234
RPROMLKLKIHGFAU88DA,花蓮縣吉安鄉稻香路３１巷１５號,花蓮縣吉安鄉稻香村15鄰稻香路31巷15號,121.570768,23.961431
RPTOMLKLKIHGFAU09DA,花蓮縣花蓮市中和街１８９巷３號五樓,花蓮縣花蓮市主力里21鄰中和街189巷3號,121.598329,23.974204
RPTNMLLLKIHGFAU09DA,花蓮縣花蓮市民國路９７號四樓,花蓮縣花蓮市國威里32鄰民國路97號,121.604964,23.978555
RPXPMLLLKIHGFAU17EA,花蓮縣花蓮市民光１６０號,花蓮縣花蓮市民意里15鄰民光160號,121.617608,24.004182
RPOOMLMLKIHGFAU78DA,花蓮縣花蓮市國盛一街１６１號六樓之一,花蓮縣花蓮市國盛里5鄰國盛一街161號,121.605518,23.992671
RPQPMLPKKIHGFAU66DA,花蓮縣吉安鄉明仁一街１４３巷１８號,花蓮縣吉安鄉永安村12鄰明仁一街143巷18號,121.575436,23.9909
RPSOMLKLKIHGFAU98DA,花蓮縣花蓮市國民八街５號十一樓之二,花蓮縣花蓮市國聯里30鄰國民八街5號,121.604243,23.993234
RPSNMLMLKIHGFAU09DA,花蓮縣花蓮市中和街２１７號九樓之三,花蓮縣花蓮市主力里21鄰中和街217號,121.597691,23.974049
RPVPMLNLKIHGFAU07DA,花蓮縣花蓮市榮正街１２５巷１之２６號,花蓮縣花蓮市主安里18鄰榮正街125巷1之26號,121.597292,23.973538
RPRPMLNLKIHGFAU76EA,花蓮縣花蓮市鎮國街１３４號,花蓮縣花蓮市主力里26鄰鎮國街134號,121.598646,23.976648
RPWPMLNLKIHGFAU17DA,花蓮縣花蓮市大同街３０之２號,花蓮縣花蓮市國威里21鄰大同街35之3號,121.606263,23.980706
RPXPMLNLKIHGFAU27DA,花蓮縣花蓮市大同街３０之１號,花蓮縣花蓮市國威里4鄰大同街34之2號,121.606206,23.980419
RPPNMLQLKIHGFAU56DA,花蓮縣花蓮市國盛五街６８號四樓之二,花蓮縣花蓮市國盛里27鄰國盛五街68號,121.608255,23.994675
RPRNMLQLKIHGFAU76DA,花蓮縣吉安鄉中山路一段２２２號二樓之三,花蓮縣吉安鄉仁里村32鄰中山路一段222號,121.586352,23.969221
RPOOMLRLKIHGFAU66DA,花蓮縣花蓮市和平路４９３巷３４號,花蓮縣花蓮市主力里14鄰和平路493巷34號,121.600358,23.976834
RPUQMLNLKIHGFAU07DA,花蓮縣花蓮市林森路２４９巷３弄７號,花蓮縣花蓮市國風里25鄰林森路249巷3弄7號,121.599259,23.980024
RPSNMLRLKIHGFAU96DA,花蓮縣花蓮市中山路５３５巷２３號,花蓮縣花蓮市國魂里3鄰中山路535巷23號,121.601468,23.985721
RPUNMLSLKIHGFAU27DA,花蓮縣吉安鄉華工六路７２巷８２號,花蓮縣吉安鄉光華村16鄰華工六路72巷82號,121.592472,23.938676
RPTNMLSLKIHGFAU17DA,花蓮縣花蓮市華興街３３號二樓之三,花蓮縣花蓮市民享里19鄰華興街33號,121.619964,24.003143
RPROMLSLKIHGFAU07DA,花蓮縣吉安鄉慶北一街１５８巷６號,花蓮縣吉安鄉慶豐村17鄰慶北一街158巷6號,121.569778,23.979172
RPSOMLSLKIHGFAU17DA,花蓮縣花蓮市富裕十五街５７號,花蓮縣花蓮市國裕里25鄰富裕十五街57號,121.596817,23.997648
RPRNMLKLKIHGFAU78DA,花蓮縣花蓮市莊敬路３７號,花蓮縣花蓮市國富里2鄰莊敬路32號,121.597257,23.987577
RPSNMLKMKIHGFAU98DA,花蓮縣花蓮市中順街４５巷１６號六樓之十一,花蓮縣花蓮市主農里12鄰中順街45巷16號,121.596896,23.967663
RPOOMLMKKIHGFAU68DA,花蓮縣吉安鄉海岸路２４７號,花蓮縣吉安鄉仁安村7鄰海岸路247號,121.593003,23.95559
RPQNMLRLKIHGFAU76DA,花蓮縣花蓮市豐村２１之４６號四樓之一,花蓮縣花蓮市國強里5鄰豐村21之46號,121.602642,24.001947
RPSNMLPKKIHGFAU66DA,花蓮縣花蓮市豐村１９之２號,花蓮縣花蓮市國強里1鄰豐村19之2號,121.602808,24.001148
RPVOMLTKKIHGFAU47DA,花蓮縣花蓮市國盛一街１９０號五樓之五,花蓮縣花蓮市國盛里11鄰國盛一街190號,121.60567,23.993649
RPOOMLNJJHIGFAU68EA,花蓮縣花蓮市民德四街２之１３號四樓,花蓮縣花蓮市民德里2鄰民德四街2之13號,121.62033,23.982537
RPPNMLOJJHIGFAU68DA,花蓮縣吉安鄉民治路２７０之１１號二樓之二,花蓮縣吉安鄉勝安村13鄰民治路270之11號,121.588761,23.981629
RPSOMLOJJHIGFAU09DA,花蓮縣吉安鄉中華路二段９３號七樓之二,花蓮縣吉安鄉宜昌村7鄰中華路二段93號,121.584878,23.973593
RPWOMLOJJHIGFAU86DA,花蓮縣花蓮市建興街７０號,花蓮縣花蓮市國興里9鄰建興街70號,121.575036,23.994833
RPXNMLPJJHIGFAU96DA,花蓮縣花蓮市建林街８８號,花蓮縣花蓮市國風里25鄰建林街88號,121.599441,23.979671
RPOOMLPJJHIGFAU78DA,花蓮縣花蓮市國盛八街１２１號二樓之二,花蓮縣花蓮市國盛里9鄰國盛八街121號,121.605503,23.996614
RPROMLPJJHIGFAU09DA,花蓮縣花蓮市林園１１之５２號,花蓮縣花蓮市民孝里8鄰林園11之52號,121.630695,24.000119
RPQPMLPJJHIGFAU09DA,花蓮縣吉安鄉昌隆二街１０１號五樓,花蓮縣吉安鄉南昌村15鄰昌隆二街101號,121.58087,23.97059
RPVNMLRLKIHGFAU27DA,花蓮縣花蓮市中福路１４５巷８號,花蓮縣花蓮市主學里18鄰中福路145巷8號,121.601544,23.972049
RPSPMLNLKIHGFAU76DA,花蓮縣花蓮市明禮路５號八樓之二,花蓮縣花蓮市民生里12鄰明禮路5號,121.611403,23.978345
RPRQMLNLKIHGFAU76DA,花蓮縣花蓮市公正街３７號六樓之八,花蓮縣花蓮市民生里8鄰公正街37號,121.610068,23.978
RPTQMLNLKIHGFAU96DA,花蓮縣吉安鄉太昌路４９０號二樓,花蓮縣吉安鄉太昌村11鄰太昌路490號,121.563773,23.993639
RPQNMLNLKIHGFAU98DA,花蓮縣花蓮市建昌路１７巷１號二樓之六,花蓮縣花蓮市國慶里12鄰建昌路252巷12號,121.589665,23.990787
RPSNMLRKKIHGFAU86DA,花蓮縣花蓮市華興街２之１０號,花蓮縣花蓮市民享里20鄰華興街2之10號,121.621453,24.001963
RPVOMLMKKIHGFAU76DA,花蓮縣花蓮市華興街２之９號,花蓮縣花蓮市民享里20鄰華興街2之9號,121.621412,24.001984
RPSOMLMKKIHGFAU09DA,花蓮縣花蓮市中美十街７８巷５號,花蓮縣花蓮市民政里33鄰中美十街78巷5號,121.624759,23.995988
RPSOMLOKKIHGFAU66DA,花蓮縣花蓮市華興街２之１１號,花蓮縣花蓮市民享里20鄰華興街2之11號,121.621497,24.001933
RPPNMLQJJHIGFAU88DA,花蓮縣吉安鄉南海一街１６９號,花蓮縣吉安鄉仁安村1鄰南海一街169號,121.59452,23.957263
RPTNMLQJJHIGFAU66DA,花蓮縣花蓮市自強路５９４巷７號四樓之五,找不到指定的門牌地址。,,
RPQNMLQJJHIGFAU98DA,花蓮縣花蓮市林森路２１７巷１弄２６號,花蓮縣花蓮市國風里17鄰林森路217巷1弄26號,121.599565,23.979472
RPTPMLNLKIHGFAU86DA,花蓮縣花蓮市民德四街５５之１號,花蓮縣花蓮市民德里8鄰民德四街55之1號,121.622713,23.985558
